model,component,approach,epochs_trained,best_epoch,min_val_loss,final_val_loss,max_event_f1,final_event_f1,params,memory_mb,training_time_s,early_stopping,lr_reductions,log_stem,log_relpath
LSTM,Joint,joint,37,27,0.1185,0.1319,0.9522,0.9522,94780.0,0.723114013671875,111.6274,True,0,30min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1,leo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1.log
LSTM,Stage1,cascade,34,24,0.1297,0.1596,0.8768,0.8682,94646.0,0.7220916748046875,102.2365,True,0,30min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1,leo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1.log
LSTM,Stage2,cascade,100,12,0.0,0.0,1.0,1.0,94713.0,0.7226028442382812,300.1251,False,0,30min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1,leo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1.log
MAMBA,Joint,joint,44,34,0.1606,0.1679,0.9336,0.9335,25018.0,0.1908721923828125,154.5078,True,0,30min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1,leo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1.log
MAMBA,Stage1,cascade,47,37,0.1612,0.1724,0.8565,0.8541,24664.0,0.18817138671875,162.484,True,0,30min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1,leo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1.log
MAMBA,Stage2,cascade,16,6,0.0103,0.0189,0.997,0.997,24841.0,0.18952178955078125,52.8376,True,0,30min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1,leo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1.log
TRANSFORMER,Joint,joint,43,33,0.1303,0.1441,0.9468,0.9365,404956.0,3.089569091796875,56.1097,True,0,30min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1,leo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1.log
TRANSFORMER,Stage1,cascade,39,29,0.1265,0.1361,0.8824,0.8689,404778.0,3.0882110595703125,50.912,True,0,30min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1,leo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1.log
TRANSFORMER,Stage2,cascade,49,31,0.0,0.0001,1.0,1.0,404867.0,3.0888900756835938,63.2778,True,0,30min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1,leo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1.log
CNN,Joint,joint,33,23,0.0828,0.088,0.9642,0.9631,473668.0,3.613800048828125,256.5504,True,0,30min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1,leo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1.log
CNN,Stage1,cascade,40,30,0.0897,0.1273,0.9187,0.9106,473410.0,3.6118316650390625,310.8907,True,0,30min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1,leo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1.log
CNN,Stage2,cascade,100,4,0.0,0.0,1.0,1.0,473539.0,3.6128158569335938,765.3781,False,0,30min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1,leo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1.log
LightGBM,Joint,joint,0,-1,,,,,,0.4014577865600586,1.136,False,0,30min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1,leo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1.log
LightGBM,Stage1,cascade,0,-1,,,,,,0.20653915405273438,0.8318,False,0,30min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1,leo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1.log
LightGBM,Stage2,cascade,0,-1,,,,,,0.3004274368286133,0.3695,False,0,30min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1,leo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1.log
MiniRocket,Joint,joint,0,-1,,,,,9748.0,0.0858,,False,0,30min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1,leo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1.log
MiniRocket,Stage1,cascade,0,-1,,,,,4874.0,0.0486,,False,0,30min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1,leo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1.log
MiniRocket,Stage2,cascade,0,-1,,,,,7311.0,0.0672,8.4047,False,0,30min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1,leo/30min-1500/30min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1.log
