model,component,approach,epochs_trained,best_epoch,min_val_loss,final_val_loss,max_event_f1,final_event_f1,params,memory_mb,training_time_s,early_stopping,lr_reductions,log_stem,log_relpath
LSTM,Joint,joint,38,28,0.299,0.3255,0.8405,0.8299,94780.0,0.723114013671875,49.0372,True,0,10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed0,leo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed0.log
LSTM,Stage1,cascade,35,25,0.153,0.1733,0.8647,0.864,94646.0,0.7220916748046875,44.9907,True,0,10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed0,leo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed0.log
LSTM,Stage2,cascade,18,8,0.1757,0.1849,0.9164,0.9154,94713.0,0.7226028442382812,22.9905,True,0,10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed0,leo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed0.log
MAMBA,Joint,joint,35,25,0.3532,0.397,0.8144,0.8074,25018.0,0.1908721923828125,138.729,True,0,10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed0,leo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed0.log
MAMBA,Stage1,cascade,33,23,0.2128,0.2196,0.8253,0.8207,24664.0,0.18817138671875,128.9897,True,0,10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed0,leo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed0.log
MAMBA,Stage2,cascade,24,14,0.191,0.2257,0.9152,0.8967,24841.0,0.18952178955078125,93.1269,True,0,10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed0,leo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed0.log
TRANSFORMER,Joint,joint,15,5,0.3259,0.3346,0.8224,0.8185,404956.0,3.089569091796875,20.092,True,0,10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed0,leo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed0.log
TRANSFORMER,Stage1,cascade,38,28,0.1801,0.2009,0.8506,0.8329,404778.0,3.0882110595703125,51.8354,True,0,10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed0,leo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed0.log
TRANSFORMER,Stage2,cascade,29,19,0.1782,0.1797,0.9164,0.9145,404867.0,3.0888900756835938,39.3619,True,0,10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed0,leo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed0.log
CNN,Joint,joint,32,22,0.2715,0.3175,0.8505,0.8491,473668.0,3.613800048828125,119.9451,True,0,10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed0,leo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed0.log
CNN,Stage1,cascade,31,21,0.1557,0.1637,0.8701,0.8701,473410.0,3.6118316650390625,116.9416,True,0,10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed0,leo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed0.log
CNN,Stage2,cascade,12,2,0.1764,0.1857,0.9154,0.9143,473539.0,3.6128158569335938,46.1553,True,0,10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed0,leo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed0.log
LightGBM,Joint,joint,0,-1,,,,,,0.3993959426879883,0.4215,False,0,10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed0,leo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed0.log
LightGBM,Stage1,cascade,0,-1,,,,,,0.2051706314086914,0.277,False,0,10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed0,leo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed0.log
LightGBM,Stage2,cascade,0,-1,,,,,,0.3000364303588867,0.1827,False,0,10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed0,leo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed0.log
MiniRocket,Joint,joint,0,-1,,,,,9748.0,0.0858,,False,0,10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed0,leo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed0.log
MiniRocket,Stage1,cascade,0,-1,,,,,4874.0,0.0487,,False,0,10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed0,leo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed0.log
MiniRocket,Stage2,cascade,0,-1,,,,,7311.0,0.0673,2.0996,False,0,10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed0,leo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed0.log
