model,component,approach,epochs_trained,best_epoch,min_val_loss,final_val_loss,max_event_f1,final_event_f1,params,memory_mb,training_time_s,early_stopping,lr_reductions,log_stem,log_relpath
LSTM,Joint,joint,33,23,0.2904,0.341,0.8486,0.8324,94780.0,0.723114013671875,42.562,True,0,10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1,leo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1.log
LSTM,Stage1,cascade,34,24,0.1674,0.1917,0.8571,0.8447,94646.0,0.7220916748046875,43.8039,True,0,10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1,leo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1.log
LSTM,Stage2,cascade,21,11,0.1605,0.1682,0.9245,0.9245,94713.0,0.7226028442382812,26.8723,True,0,10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1,leo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1.log
MAMBA,Joint,joint,28,18,0.3484,0.376,0.8309,0.8262,25018.0,0.1908721923828125,110.2988,True,0,10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1,leo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1.log
MAMBA,Stage1,cascade,29,19,0.2353,0.245,0.8196,0.8196,24664.0,0.18817138671875,114.4084,True,0,10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1,leo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1.log
MAMBA,Stage2,cascade,17,7,0.1688,0.2072,0.926,0.9195,24841.0,0.18952178955078125,67.4276,True,0,10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1,leo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1.log
TRANSFORMER,Joint,joint,34,24,0.297,0.3146,0.8444,0.838,404956.0,3.089569091796875,45.4472,True,0,10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1,leo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1.log
TRANSFORMER,Stage1,cascade,53,43,0.1745,0.1868,0.841,0.8365,404778.0,3.0882110595703125,71.7263,True,0,10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1,leo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1.log
TRANSFORMER,Stage2,cascade,57,47,0.16,0.1633,0.9245,0.9233,404867.0,3.0888900756835938,76.6686,True,0,10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1,leo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1.log
CNN,Joint,joint,30,20,0.2538,0.2785,0.8563,0.8561,473668.0,3.613800048828125,112.1586,True,0,10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1,leo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1.log
CNN,Stage1,cascade,30,20,0.1485,0.1645,0.8612,0.8526,473410.0,3.6118316650390625,109.6379,True,0,10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1,leo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1.log
CNN,Stage2,cascade,20,10,0.1605,0.2297,0.9245,0.9022,473539.0,3.6128158569335938,75.8689,True,0,10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1,leo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1.log
LightGBM,Joint,joint,0,-1,,,,,,0.3992185592651367,0.4216,False,0,10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1,leo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1.log
LightGBM,Stage1,cascade,0,-1,,,,,,0.20496463775634766,0.2732,False,0,10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1,leo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1.log
LightGBM,Stage2,cascade,0,-1,,,,,,0.30005931854248047,0.1759,False,0,10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1,leo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1.log
MiniRocket,Joint,joint,0,-1,,,,,9748.0,0.0858,,False,0,10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1,leo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1.log
MiniRocket,Stage1,cascade,0,-1,,,,,4874.0,0.0486,,False,0,10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1,leo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1.log
MiniRocket,Stage2,cascade,0,-1,,,,,7311.0,0.0672,2.0109,False,0,10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1,leo/10min-1500/10min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1.log
