model,component,approach,epochs_trained,best_epoch,min_val_loss,final_val_loss,max_event_f1,final_event_f1,params,memory_mb,training_time_s,early_stopping,lr_reductions,log_stem,log_relpath
LSTM,Joint,joint,42,32,0.0299,0.0363,0.979,0.9785,94780.0,0.723114013671875,377.663,True,0,100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed2,leo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed2.log
LSTM,Stage1,cascade,38,28,0.035,0.0476,0.9477,0.9454,94646.0,0.7220916748046875,340.7967,True,0,100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed2,leo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed2.log
LSTM,Stage2,cascade,86,13,0.0,0.0015,1.0,0.9985,94713.0,0.7226028442382812,768.418,True,0,100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed2,leo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed2.log
MAMBA,Joint,joint,39,29,0.0488,0.0501,0.971,0.9709,25018.0,0.1908721923828125,273.7215,True,0,100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed2,leo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed2.log
MAMBA,Stage1,cascade,44,34,0.06,0.0615,0.9389,0.9379,24664.0,0.18817138671875,309.0491,True,0,100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed2,leo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed2.log
MAMBA,Stage2,cascade,21,8,0.001,0.0011,0.9997,0.9997,24841.0,0.18952178955078125,147.2333,True,0,100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed2,leo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed2.log
TRANSFORMER,Joint,joint,33,23,0.0373,0.0387,0.9767,0.9743,404956.0,3.089569091796875,83.5141,True,0,100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed2,leo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed2.log
TRANSFORMER,Stage1,cascade,30,20,0.0577,0.072,0.9339,0.9323,404778.0,3.0882110595703125,75.765,True,0,100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed2,leo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed2.log
TRANSFORMER,Stage2,cascade,56,8,0.0,0.0,1.0,1.0,404867.0,3.0888900756835938,140.7444,True,0,100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed2,leo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed2.log
CNN,Joint,joint,29,19,0.0294,0.0484,0.9809,0.9806,473668.0,3.613800048828125,328.4792,True,0,100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed2,leo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed2.log
CNN,Stage1,cascade,33,23,0.0346,0.0744,0.96,0.9531,473410.0,3.6118316650390625,373.6726,True,0,100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed2,leo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed2.log
CNN,Stage2,cascade,100,4,0.0,0.0,1.0,1.0,473539.0,3.6128158569335938,1101.4681,False,0,100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed2,leo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed2.log
LightGBM,Joint,joint,0,-1,,,,,,0.4033317565917969,3.3611,False,0,100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed2,leo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed2.log
LightGBM,Stage1,cascade,0,-1,,,,,,0.20746994018554688,2.4933,False,0,100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed2,leo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed2.log
LightGBM,Stage2,cascade,0,-1,,,,,,0.3004322052001953,0.8249,False,0,100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed2,leo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed2.log
MiniRocket,Joint,joint,0,-1,,,,,9748.0,0.0858,,False,0,100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed2,leo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed2.log
MiniRocket,Stage1,cascade,0,-1,,,,,4874.0,0.0486,,False,0,100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed2,leo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed2.log
MiniRocket,Stage2,cascade,0,-1,,,,,7311.0,0.0672,18.9483,False,0,100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed2,leo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed2.log
