model,component,approach,epochs_trained,best_epoch,min_val_loss,final_val_loss,max_event_f1,final_event_f1,params,memory_mb,training_time_s,early_stopping,lr_reductions,log_stem,log_relpath
LSTM,Joint,joint,100,99,0.0437,0.0464,0.9785,0.9758,50500.0,0.385284423828125,104.0479,False,0,10min1500Energy_J2Energy_OE_Test_leo_Seed1,geo/10min-1500/10min1500Energy_J2Energy_OE_Test_leo_Seed1.log
LSTM,Stage1,cascade,100,100,0.0267,0.0267,0.985,0.9807,50402.0,0.3845367431640625,102.8016,False,0,10min1500Energy_J2Energy_OE_Test_leo_Seed1,geo/10min-1500/10min1500Energy_J2Energy_OE_Test_leo_Seed1.log
LSTM,Stage2,cascade,61,51,0.0122,0.0143,0.9976,0.9967,50451.0,0.38491058349609375,62.572,True,0,10min1500Energy_J2Energy_OE_Test_leo_Seed1,geo/10min-1500/10min1500Energy_J2Energy_OE_Test_leo_Seed1.log
MAMBA,Joint,joint,65,55,0.3153,0.7317,0.9154,0.8753,17044.0,0.130035400390625,260.7158,True,0,10min1500Energy_J2Energy_OE_Test_leo_Seed1,geo/10min-1500/10min1500Energy_J2Energy_OE_Test_leo_Seed1.log
MAMBA,Stage1,cascade,88,78,0.0863,0.11,0.9582,0.9356,16786.0,0.1280670166015625,345.0973,True,0,10min1500Energy_J2Energy_OE_Test_leo_Seed1,geo/10min-1500/10min1500Energy_J2Energy_OE_Test_leo_Seed1.log
MAMBA,Stage2,cascade,96,86,0.1305,0.147,0.9568,0.9407,16915.0,0.12905120849609375,381.1947,True,0,10min1500Energy_J2Energy_OE_Test_leo_Seed1,geo/10min-1500/10min1500Energy_J2Energy_OE_Test_leo_Seed1.log
TRANSFORMER,Joint,joint,62,52,0.0163,0.0187,0.9933,0.9904,288196.0,2.198760986328125,83.2627,True,0,10min1500Energy_J2Energy_OE_Test_leo_Seed1,geo/10min-1500/10min1500Energy_J2Energy_OE_Test_leo_Seed1.log
TRANSFORMER,Stage1,cascade,69,59,0.0066,0.0111,0.9996,0.9987,288066.0,2.1977691650390625,94.0519,True,0,10min1500Energy_J2Energy_OE_Test_leo_Seed1,geo/10min-1500/10min1500Energy_J2Energy_OE_Test_leo_Seed1.log
TRANSFORMER,Stage2,cascade,68,58,0.0071,0.0083,0.9972,0.9967,288131.0,2.1982650756835938,91.1492,True,0,10min1500Energy_J2Energy_OE_Test_leo_Seed1,geo/10min-1500/10min1500Energy_J2Energy_OE_Test_leo_Seed1.log
CNN,Joint,joint,43,33,0.0082,0.0145,0.9964,0.9932,473092.0,3.609405517578125,160.1538,True,0,10min1500Energy_J2Energy_OE_Test_leo_Seed1,geo/10min-1500/10min1500Energy_J2Energy_OE_Test_leo_Seed1.log
CNN,Stage1,cascade,26,16,0.0092,0.0144,0.9989,0.9919,472834.0,3.6074371337890625,95.2953,True,0,10min1500Energy_J2Energy_OE_Test_leo_Seed1,geo/10min-1500/10min1500Energy_J2Energy_OE_Test_leo_Seed1.log
CNN,Stage2,cascade,48,38,0.0031,0.0079,0.9984,0.9964,472963.0,3.6084213256835938,181.3669,True,0,10min1500Energy_J2Energy_OE_Test_leo_Seed1,geo/10min-1500/10min1500Energy_J2Energy_OE_Test_leo_Seed1.log
LightGBM,Joint,joint,0,-1,,,,,,0.40195655822753906,0.3017,False,0,10min1500Energy_J2Energy_OE_Test_leo_Seed1,geo/10min-1500/10min1500Energy_J2Energy_OE_Test_leo_Seed1.log
LightGBM,Stage1,cascade,0,-1,,,,,,0.20413589477539062,0.1695,False,0,10min1500Energy_J2Energy_OE_Test_leo_Seed1,geo/10min-1500/10min1500Energy_J2Energy_OE_Test_leo_Seed1.log
LightGBM,Stage2,cascade,0,-1,,,,,,0.30187511444091797,0.1442,False,0,10min1500Energy_J2Energy_OE_Test_leo_Seed1,geo/10min-1500/10min1500Energy_J2Energy_OE_Test_leo_Seed1.log
MiniRocket,Joint,joint,0,-1,,,,,9748.0,0.0858,,False,0,10min1500Energy_J2Energy_OE_Test_leo_Seed1,geo/10min-1500/10min1500Energy_J2Energy_OE_Test_leo_Seed1.log
MiniRocket,Stage1,cascade,0,-1,,,,,4874.0,0.0486,,False,0,10min1500Energy_J2Energy_OE_Test_leo_Seed1,geo/10min-1500/10min1500Energy_J2Energy_OE_Test_leo_Seed1.log
MiniRocket,Stage2,cascade,0,-1,,,,,7311.0,0.0672,2.1045,False,0,10min1500Energy_J2Energy_OE_Test_leo_Seed1,geo/10min-1500/10min1500Energy_J2Energy_OE_Test_leo_Seed1.log
