model,component,approach,epochs_trained,best_epoch,min_val_loss,final_val_loss,max_event_f1,final_event_f1,params,memory_mb,training_time_s,early_stopping,lr_reductions,log_stem,log_relpath
LSTM,Joint,joint,42,32,0.3763,0.4005,0.8547,0.8546,50500.0,0.385284423828125,97.2356,True,0,30min1500Energy_J2Energy_OE_Test_geo_Seed1,leo/30min-1500/30min1500Energy_J2Energy_OE_Test_geo_Seed1.log
LSTM,Stage1,cascade,43,33,0.3697,0.3811,0.6621,0.6602,50402.0,0.3845367431640625,99.4706,True,0,30min1500Energy_J2Energy_OE_Test_geo_Seed1,leo/30min-1500/30min1500Energy_J2Energy_OE_Test_geo_Seed1.log
LSTM,Stage2,cascade,47,37,0.0055,0.0076,0.9984,0.9968,50451.0,0.38491058349609375,108.7211,True,0,30min1500Energy_J2Energy_OE_Test_geo_Seed1,leo/30min-1500/30min1500Energy_J2Energy_OE_Test_geo_Seed1.log
MAMBA,Joint,joint,42,32,0.6271,0.6471,0.5548,0.535,17044.0,0.130035400390625,142.7926,True,0,30min1500Energy_J2Energy_OE_Test_geo_Seed1,leo/30min-1500/30min1500Energy_J2Energy_OE_Test_geo_Seed1.log
MAMBA,Stage1,cascade,61,51,0.5193,0.5364,0.5278,0.5225,16786.0,0.1280670166015625,211.5333,True,0,30min1500Energy_J2Energy_OE_Test_geo_Seed1,leo/30min-1500/30min1500Energy_J2Energy_OE_Test_geo_Seed1.log
MAMBA,Stage2,cascade,53,43,0.422,0.4608,0.7842,0.7644,16915.0,0.12905120849609375,184.4373,True,0,30min1500Energy_J2Energy_OE_Test_geo_Seed1,leo/30min-1500/30min1500Energy_J2Energy_OE_Test_geo_Seed1.log
TRANSFORMER,Joint,joint,61,51,0.1765,0.1788,0.8024,0.8024,288196.0,2.198760986328125,84.1611,True,0,30min1500Energy_J2Energy_OE_Test_geo_Seed1,leo/30min-1500/30min1500Energy_J2Energy_OE_Test_geo_Seed1.log
TRANSFORMER,Stage1,cascade,16,6,0.6442,0.6552,0.4516,0.4502,288066.0,2.1977691650390625,21.6058,True,0,30min1500Energy_J2Energy_OE_Test_geo_Seed1,leo/30min-1500/30min1500Energy_J2Energy_OE_Test_geo_Seed1.log
TRANSFORMER,Stage2,cascade,36,25,0.0001,0.0001,1.0,1.0,288131.0,2.1982650756835938,47.667,True,0,30min1500Energy_J2Energy_OE_Test_geo_Seed1,leo/30min-1500/30min1500Energy_J2Energy_OE_Test_geo_Seed1.log
CNN,Joint,joint,57,47,0.1321,0.1415,0.9445,0.9445,473092.0,3.609405517578125,438.531,True,0,30min1500Energy_J2Energy_OE_Test_geo_Seed1,leo/30min-1500/30min1500Energy_J2Energy_OE_Test_geo_Seed1.log
CNN,Stage1,cascade,61,51,0.1587,0.2017,0.8475,0.8441,472834.0,3.6074371337890625,468.589,True,0,30min1500Energy_J2Energy_OE_Test_geo_Seed1,leo/30min-1500/30min1500Energy_J2Energy_OE_Test_geo_Seed1.log
CNN,Stage2,cascade,42,32,0.0124,0.0199,0.9952,0.9918,472963.0,3.6084213256835938,317.3855,True,0,30min1500Energy_J2Energy_OE_Test_geo_Seed1,leo/30min-1500/30min1500Energy_J2Energy_OE_Test_geo_Seed1.log
LightGBM,Joint,joint,0,-1,,,,,,0.40402889251708984,0.8856,False,0,30min1500Energy_J2Energy_OE_Test_geo_Seed1,leo/30min-1500/30min1500Energy_J2Energy_OE_Test_geo_Seed1.log
LightGBM,Stage1,cascade,0,-1,,,,,,0.20566749572753906,0.556,False,0,30min1500Energy_J2Energy_OE_Test_geo_Seed1,leo/30min-1500/30min1500Energy_J2Energy_OE_Test_geo_Seed1.log
LightGBM,Stage2,cascade,0,-1,,,,,,0.3035726547241211,0.2953,False,0,30min1500Energy_J2Energy_OE_Test_geo_Seed1,leo/30min-1500/30min1500Energy_J2Energy_OE_Test_geo_Seed1.log
MiniRocket,Joint,joint,0,-1,,,,,9748.0,0.0858,,False,0,30min1500Energy_J2Energy_OE_Test_geo_Seed1,leo/30min-1500/30min1500Energy_J2Energy_OE_Test_geo_Seed1.log
MiniRocket,Stage1,cascade,0,-1,,,,,4874.0,0.0486,,False,0,30min1500Energy_J2Energy_OE_Test_geo_Seed1,leo/30min-1500/30min1500Energy_J2Energy_OE_Test_geo_Seed1.log
MiniRocket,Stage2,cascade,0,-1,,,,,7311.0,0.0672,6.1799,False,0,30min1500Energy_J2Energy_OE_Test_geo_Seed1,leo/30min-1500/30min1500Energy_J2Energy_OE_Test_geo_Seed1.log
