model,component,approach,epochs_trained,best_epoch,min_val_loss,final_val_loss,max_event_f1,final_event_f1,params,memory_mb,training_time_s,early_stopping,lr_reductions,log_stem,log_relpath
LSTM,Joint,joint,34,24,1.3404,1.3506,0.1444,0.11,28660.0,0.218658447265625,70.2571,True,0,30min1500Test_leo_Seed0,geo/30min-1500/30min1500Test_leo_Seed0.log
LSTM,Stage1,cascade,21,11,0.6337,0.6422,0.4451,0.425,28586.0,0.2180938720703125,43.3613,True,0,30min1500Test_leo_Seed0,geo/30min-1500/30min1500Test_leo_Seed0.log
LSTM,Stage2,cascade,28,18,1.0952,1.1012,0.3481,0.2122,28623.0,0.21837615966796875,57.0012,True,0,30min1500Test_leo_Seed0,geo/30min-1500/30min1500Test_leo_Seed0.log
MAMBA,Joint,joint,20,10,1.3409,1.3427,0.1333,0.1241,12208.0,0.0931396484375,88.8797,True,0,30min1500Test_leo_Seed0,geo/30min-1500/30min1500Test_leo_Seed0.log
MAMBA,Stage1,cascade,27,17,0.6502,0.6538,0.4436,0.4396,12014.0,0.0916595458984375,116.9986,True,0,30min1500Test_leo_Seed0,geo/30min-1500/30min1500Test_leo_Seed0.log
MAMBA,Stage2,cascade,31,21,1.0933,1.1008,0.3041,0.2449,12111.0,0.09239959716796875,127.1168,True,0,30min1500Test_leo_Seed0,geo/30min-1500/30min1500Test_leo_Seed0.log
TRANSFORMER,Joint,joint,13,3,1.3383,1.3527,0.1403,0.0747,212996.0,1.625030517578125,17.9295,True,0,30min1500Test_leo_Seed0,geo/30min-1500/30min1500Test_leo_Seed0.log
TRANSFORMER,Stage1,cascade,31,16,0.6415,0.6595,0.4448,0.4413,212898.0,1.6242828369140625,43.1821,True,0,30min1500Test_leo_Seed0,geo/30min-1500/30min1500Test_leo_Seed0.log
TRANSFORMER,Stage2,cascade,31,21,1.0896,1.0921,0.328,0.1833,212947.0,1.6246566772460938,43.3571,True,0,30min1500Test_leo_Seed0,geo/30min-1500/30min1500Test_leo_Seed0.log
CNN,Joint,joint,14,4,1.3341,1.3489,0.138,0.1104,472708.0,3.606475830078125,109.5782,True,0,30min1500Test_leo_Seed0,geo/30min-1500/30min1500Test_leo_Seed0.log
CNN,Stage1,cascade,11,1,0.6287,0.6586,0.4437,0.4399,472450.0,3.6045074462890625,86.0772,True,0,30min1500Test_leo_Seed0,geo/30min-1500/30min1500Test_leo_Seed0.log
CNN,Stage2,cascade,17,7,1.0901,1.1056,0.3161,0.2544,472579.0,3.6054916381835938,131.0121,True,0,30min1500Test_leo_Seed0,geo/30min-1500/30min1500Test_leo_Seed0.log
LightGBM,Joint,joint,0,-1,,,,,,0.40075016021728516,0.5599,False,0,30min1500Test_leo_Seed0,geo/30min-1500/30min1500Test_leo_Seed0.log
LightGBM,Stage1,cascade,0,-1,,,,,,0.20403194427490234,0.3612,False,0,30min1500Test_leo_Seed0,geo/30min-1500/30min1500Test_leo_Seed0.log
LightGBM,Stage2,cascade,0,-1,,,,,,0.3003816604614258,0.1865,False,0,30min1500Test_leo_Seed0,geo/30min-1500/30min1500Test_leo_Seed0.log
MiniRocket,Joint,joint,0,-1,,,,,9748.0,0.0856,,False,0,30min1500Test_leo_Seed0,geo/30min-1500/30min1500Test_leo_Seed0.log
MiniRocket,Stage1,cascade,0,-1,,,,,4874.0,0.0484,,False,0,30min1500Test_leo_Seed0,geo/30min-1500/30min1500Test_leo_Seed0.log
MiniRocket,Stage2,cascade,0,-1,,,,,7311.0,0.067,5.4105,False,0,30min1500Test_leo_Seed0,geo/30min-1500/30min1500Test_leo_Seed0.log
